Date,pred,actual
2024-12-30,14072.263818141135,16178.0
2024-12-31,14087.386242980514,16085.599609375
2025-01-02,14073.664855084018,16230.5
2025-01-03,14077.072220524009,16201.099609375
2025-01-06,14100.875959913983,16178.7998046875
2025-01-07,14104.315876879007,16179.099609375
2025-01-08,14117.506996272812,16157.7001953125
2025-01-09,14102.30371232839,16187.599609375
2025-01-10,14150.459203102715,16237.0
2025-01-13,14175.672260695992,16268.0
2025-01-14,14181.98610438619,16295.2001953125
2025-01-15,14149.477565486693,16320.0
2025-01-16,14144.21687887311,16360.7998046875
2025-01-17,14101.89935867712,16368.7998046875
2025-01-20,14075.846157215828,16367.099609375
2025-01-21,14046.297903760395,16245.0
2025-01-22,14020.610335064483,16330.7998046875
2025-01-23,14018.485903103923,16232.7998046875
2025-01-24,14023.687027984786,16230.900390625
2025-01-27,14040.3237969197,16164.900390625
2025-01-28,14034.62949441975,16155.599609375
2025-01-29,14052.477812708528,15881.2001953125
2025-01-30,14048.8750270301,16238.0
2025-01-31,14072.74890974724,16274.5
2025-02-03,14097.688037360855,16341.2998046875
2025-02-04,14107.666864191768,16320.0
2025-02-05,14114.114243186124,16299.099609375
2025-02-06,14094.211242565083,16298.099609375
2025-02-07,14127.196266658668,16327.0
2025-02-10,14139.049771780317,16314.7001953125
2025-02-11,14194.48717507677,16330.099609375
2025-02-12,14186.149969089183,16343.2998046875
2025-02-13,14201.892329518218,16375.0
2025-02-14,14179.535407365154,16219.0
2025-02-17,14172.928780250097,16173.0
2025-02-18,14155.746761837148,16220.0
2025-02-19,14130.218019402279,16317.0
2025-02-20,14142.975399808689,16346.400390625
2025-02-21,14167.265126028473,16245.099609375
2025-02-24,14173.033527889302,16278.0
2025-02-25,14176.695460860827,16279.2998046875
2025-02-26,14185.345298014357,16314.0
2025-02-27,14216.920564009957,16367.400390625
2025-02-28,14277.801973671403,16553.69921875
2025-03-03,14341.996438490305,16522.0
2025-03-04,14349.95472323156,16451.19921875
2025-03-05,14417.980077971139,16379.0
2025-03-06,14404.625385764408,16268.900390625
2025-03-07,14349.627668140085,16322.099609375
2025-03-10,14348.559285739435,16292.599609375
2025-03-11,14388.870848160735,16324.0
2025-03-12,14382.363012388629,16433.900390625
2025-03-13,14390.070881229154,16305.599609375
2025-03-14,14415.522621017324,16259.2998046875
2025-03-17,14399.526760532897,16321.0
2025-03-18,14503.21057020595,16370.0
2025-03-19,14493.090885173422,16514.5
2025-03-20,14496.992877281846,16330.2998046875
2025-03-21,14568.967977873484,16428.5
2025-03-24,14614.840194565095,16519.0
2025-03-25,14617.006889626531,16575.80078125
2025-03-26,14638.180203693855,16621.0
2025-03-27,14621.212220019295,16629.0
2025-03-28,14632.450948123455,16560.900390625
2025-03-31,14617.773539779442,16575.0
2025-04-01,14616.438636256693,16652.0
2025-04-02,14616.271121760112,16731.400390625
2025-04-03,14607.75628875617,16739.0
2025-04-04,14692.703708606945,16739.80078125
2025-04-07,14816.609379232748,16738.0
2025-04-08,14990.667837470422,16855.69921875
2025-04-09,15084.874179953886,17051.900390625
2025-04-10,15238.16792560046,16805.5
2025-04-11,15142.305807135075,16833.80078125
2025-04-14,15111.637786084751,16788.0
2025-04-15,15030.804940814147,16780.0
2025-04-16,15004.969970622578,16813.5
2025-04-17,14959.514963537544,16794.599609375
2025-04-21,14984.418399706545,16794.599609375
2025-04-22,14952.92505604732,16814.900390625
2025-04-23,14908.243308026611,16858.099609375
2025-04-24,14859.803577508796,16846.0
2025-04-25,14787.889585839399,16778.5
2025-04-28,14735.502825204181,16823.0
2025-04-29,14655.671485781008,16795.0
2025-04-30,14571.983451540094,16711.900390625
2025-05-01,14522.154810516231,16545.900390625
2025-05-02,14487.83885965716,16606.0
2025-05-05,14439.431066841953,16460.0
2025-05-06,14429.144895548718,16421.5
2025-05-07,14398.58598991063,16432.0
2025-05-08,14351.122915967226,16492.599609375
2025-05-09,14343.211924709467,16538.30078125
2025-05-12,14393.09074331148,16543.0
2025-05-13,14405.763947255233,16688.80078125
2025-05-14,14368.564559945518,16599.400390625
2025-05-15,14406.028565596518,16558.19921875
2025-05-16,14376.460067633021,16511.80078125
2025-05-19,14348.590084498925,16487.0
2025-05-20,14347.370628456147,16428.0
2025-05-21,14324.76727649217,16403.0
2025-05-22,14310.06388514078,16347.599609375
2025-05-23,14282.721924546977,16356.900390625
2025-05-26,14277.319719222063,16211.0
2025-05-27,14304.838183919559,16243.5
2025-05-28,14289.48825005195,16279.0
2025-05-29,14265.267522511174,16286.0
2025-05-30,14245.516236995038,16293.0
2025-06-02,14260.035242790278,16322.0
2025-06-03,14249.983335417377,16288.5
2025-06-04,14257.652215726996,16332.400390625
2025-06-05,14241.17138672814,16291.5
2025-06-06,14255.631662540394,16246.400390625
2025-06-09,14275.298149045759,16309.0
2025-06-10,14264.073161621673,16278.7998046875
2025-06-11,14276.838198232816,16247.7998046875
2025-06-12,14266.561381799149,15778.0
2025-06-13,14286.860296030012,16164.5
2025-06-16,14279.70566876825,16282.599609375
2025-06-17,14310.899412904197,15801.0
2025-06-18,14346.247632717923,16275.0
2025-06-19,14344.328735868117,15598.5
2025-06-20,14396.261631712108,16390.0
2025-06-23,14413.855983990372,16431.0
2025-06-24,14408.63793829241,16370.0
2025-06-25,14455.618666831288,16290.0
2025-06-26,14448.495219953214,16290.0
2025-06-27,14437.072053566348,16222.7998046875
2025-06-30,14429.052664353181,16229.0
2025-07-01,14443.236784344837,16230.0
2025-07-02,14475.516250549774,16236.400390625
2025-07-03,14431.751443602805,16235.0
2025-07-04,14445.733058505411,16203.7001953125
2025-07-07,14462.424703222576,16178.0
2025-07-08,14481.02283566389,16318.900390625
2025-07-09,14518.621126446174,16261.0
2025-07-10,14558.954738649065,16235.0
2025-07-11,14558.231580991009,16209.099609375
2025-07-14,14539.979781634927,16222.0
2025-07-15,14530.506271699123,16256.2001953125
